gaussian_noise,00000,0.000000,0.00000,26.78
shot_noise,00000,0.000000,0.00000,19.79
impulse_noise,00000,0.000000,0.00000,15.58
defocus_blur,00000,0.000000,0.00000,7.74
glass_blur,00000,0.000000,0.00000,27.97
motion_blur,00000,0.000000,0.00000,10.76
zoom_blur,00000,0.000000,0.00000,9.59
snow,00000,0.000000,0.00000,13.54
frost,00000,0.000000,0.00000,13.86
fog,00000,0.000000,0.00000,11.19
brightness,00000,0.000000,0.00000,7.04
contrast,00000,0.000000,0.00000,11.79
elastic_transform,00000,0.000000,0.00000,12.53
pixelate,00000,0.000000,0.00000,17.67
jpeg_compression,00000,0.000000,0.00000,13.89
