gaussian_noise,00000,0.000000,0.00000,26.61
shot_noise,00000,0.000000,0.00000,20.16
impulse_noise,00000,0.000000,0.00000,17.26
defocus_blur,00000,0.000000,0.00000,8.76
glass_blur,00000,0.000000,0.00000,29.30
motion_blur,00000,0.000000,0.00000,12.08
zoom_blur,00000,0.000000,0.00000,10.23
snow,00000,0.000000,0.00000,14.17
frost,00000,0.000000,0.00000,14.00
fog,00000,0.000000,0.00000,11.94
brightness,00000,0.000000,0.00000,7.68
contrast,00000,0.000000,0.00000,12.76
elastic_transform,00000,0.000000,0.00000,13.28
pixelate,00000,0.000000,0.00000,19.08
jpeg_compression,00000,0.000000,0.00000,14.77
