gaussian_noise,00000,0.000000,0.00000,24.69
shot_noise,00000,0.000000,0.00000,17.90
impulse_noise,00000,0.000000,0.00000,17.40
defocus_blur,00000,0.000000,0.00000,7.53
glass_blur,00000,0.000000,0.00000,24.39
motion_blur,00000,0.000000,0.00000,10.17
zoom_blur,00000,0.000000,0.00000,9.04
snow,00000,0.000000,0.00000,13.15
frost,00000,0.000000,0.00000,13.28
fog,00000,0.000000,0.00000,10.95
brightness,00000,0.000000,0.00000,7.15
contrast,00000,0.000000,0.00000,11.61
elastic_transform,00000,0.000000,0.00000,12.06
pixelate,00000,0.000000,0.00000,15.62
jpeg_compression,00000,0.000000,0.00000,13.70
