gaussian_noise,00000,0.000000,0.00000,32.06
shot_noise,00000,0.000000,0.00000,24.81
impulse_noise,00000,0.000000,0.00000,20.77
defocus_blur,00000,0.000000,0.00000,11.80
glass_blur,00000,0.000000,0.00000,29.24
motion_blur,00000,0.000000,0.00000,14.88
zoom_blur,00000,0.000000,0.00000,12.89
snow,00000,0.000000,0.00000,17.49
frost,00000,0.000000,0.00000,19.04
fog,00000,0.000000,0.00000,15.30
brightness,00000,0.000000,0.00000,10.53
contrast,00000,0.000000,0.00000,24.04
elastic_transform,00000,0.000000,0.00000,14.63
pixelate,00000,0.000000,0.00000,18.83
jpeg_compression,00000,0.000000,0.00000,16.74
