gaussian_noise,00000,0.000000,0.00000,35.78
shot_noise,00000,0.000000,0.00000,31.30
impulse_noise,00000,0.000000,0.00000,43.16
defocus_blur,00000,0.000000,0.00000,24.44
glass_blur,00000,0.000000,0.00000,41.85
motion_blur,00000,0.000000,0.00000,29.23
zoom_blur,00000,0.000000,0.00000,27.61
snow,00000,0.000000,0.00000,28.10
frost,00000,0.000000,0.00000,28.81
fog,00000,0.000000,0.00000,32.13
brightness,00000,0.000000,0.00000,18.70
contrast,00000,0.000000,0.00000,47.27
elastic_transform,00000,0.000000,0.00000,24.26
pixelate,00000,0.000000,0.00000,21.24
jpeg_compression,00000,0.000000,0.00000,20.38
