gaussian_noise,00000,0.000000,0.00000,23.71
shot_noise,00000,0.000000,0.00000,17.94
impulse_noise,00000,0.000000,0.00000,15.18
defocus_blur,00000,0.000000,0.00000,7.91
glass_blur,00000,0.000000,0.00000,26.15
motion_blur,00000,0.000000,0.00000,10.63
zoom_blur,00000,0.000000,0.00000,9.43
snow,00000,0.000000,0.00000,13.22
frost,00000,0.000000,0.00000,12.66
fog,00000,0.000000,0.00000,11.11
brightness,00000,0.000000,0.00000,7.17
contrast,00000,0.000000,0.00000,11.12
elastic_transform,00000,0.000000,0.00000,12.17
pixelate,00000,0.000000,0.00000,16.76
jpeg_compression,00000,0.000000,0.00000,13.61
