gaussian_noise,00000,0.000000,0.00000,23.90
shot_noise,00000,0.000000,0.00000,18.65
impulse_noise,00000,0.000000,0.00000,17.02
defocus_blur,00000,0.000000,0.00000,9.30
glass_blur,00000,0.000000,0.00000,24.45
motion_blur,00000,0.000000,0.00000,11.82
zoom_blur,00000,0.000000,0.00000,10.84
snow,00000,0.000000,0.00000,14.68
frost,00000,0.000000,0.00000,14.68
fog,00000,0.000000,0.00000,12.96
brightness,00000,0.000000,0.00000,8.66
contrast,00000,0.000000,0.00000,14.27
elastic_transform,00000,0.000000,0.00000,13.30
pixelate,00000,0.000000,0.00000,20.30
jpeg_compression,00000,0.000000,0.00000,15.29
