gaussian_noise,00000,0.000000,0.00000,26.05
shot_noise,00000,0.000000,0.00000,20.15
impulse_noise,00000,0.000000,0.00000,17.92
defocus_blur,00000,0.000000,0.00000,9.12
glass_blur,00000,0.000000,0.00000,23.47
motion_blur,00000,0.000000,0.00000,11.51
zoom_blur,00000,0.000000,0.00000,10.52
snow,00000,0.000000,0.00000,14.80
frost,00000,0.000000,0.00000,14.89
fog,00000,0.000000,0.00000,12.55
brightness,00000,0.000000,0.00000,8.89
contrast,00000,0.000000,0.00000,14.15
elastic_transform,00000,0.000000,0.00000,12.92
pixelate,00000,0.000000,0.00000,16.87
jpeg_compression,00000,0.000000,0.00000,15.13
