gaussian_noise,00000,0.000000,0.00000,29.31
shot_noise,00000,0.000000,0.00000,22.90
impulse_noise,00000,0.000000,0.00000,24.10
defocus_blur,00000,0.000000,0.00000,11.88
glass_blur,00000,0.000000,0.00000,27.66
motion_blur,00000,0.000000,0.00000,14.78
zoom_blur,00000,0.000000,0.00000,12.94
snow,00000,0.000000,0.00000,17.79
frost,00000,0.000000,0.00000,18.80
fog,00000,0.000000,0.00000,15.26
brightness,00000,0.000000,0.00000,11.17
contrast,00000,0.000000,0.00000,24.46
elastic_transform,00000,0.000000,0.00000,14.66
pixelate,00000,0.000000,0.00000,18.37
jpeg_compression,00000,0.000000,0.00000,17.19
