gaussian_noise,00000,0.000000,0.00000,58.36
shot_noise,00000,0.000000,0.00000,47.74
impulse_noise,00000,0.000000,0.00000,45.03
defocus_blur,00000,0.000000,0.00000,24.91
glass_blur,00000,0.000000,0.00000,53.42
motion_blur,00000,0.000000,0.00000,29.87
zoom_blur,00000,0.000000,0.00000,32.53
snow,00000,0.000000,0.00000,24.05
frost,00000,0.000000,0.00000,31.02
fog,00000,0.000000,0.00000,17.05
brightness,00000,0.000000,0.00000,9.14
contrast,00000,0.000000,0.00000,25.85
elastic_transform,00000,0.000000,0.00000,21.56
pixelate,00000,0.000000,0.00000,31.80
jpeg_compression,00000,0.000000,0.00000,25.58
