gaussian_noise,00000,0.000000,0.00000,30.63
shot_noise,00000,0.000000,0.00000,23.63
impulse_noise,00000,0.000000,0.00000,16.39
defocus_blur,00000,0.000000,0.00000,8.80
glass_blur,00000,0.000000,0.00000,23.39
motion_blur,00000,0.000000,0.00000,11.29
zoom_blur,00000,0.000000,0.00000,10.31
snow,00000,0.000000,0.00000,15.76
frost,00000,0.000000,0.00000,16.51
fog,00000,0.000000,0.00000,13.44
brightness,00000,0.000000,0.00000,8.92
contrast,00000,0.000000,0.00000,15.25
elastic_transform,00000,0.000000,0.00000,12.71
pixelate,00000,0.000000,0.00000,17.03
jpeg_compression,00000,0.000000,0.00000,14.80
