gaussian_noise,00000,0.000000,0.00000,61.21
shot_noise,00000,0.000000,0.00000,49.31
impulse_noise,00000,0.000000,0.00000,43.42
defocus_blur,00000,0.000000,0.00000,28.08
glass_blur,00000,0.000000,0.00000,57.59
motion_blur,00000,0.000000,0.00000,33.71
zoom_blur,00000,0.000000,0.00000,37.09
snow,00000,0.000000,0.00000,25.87
frost,00000,0.000000,0.00000,32.68
fog,00000,0.000000,0.00000,18.99
brightness,00000,0.000000,0.00000,9.73
contrast,00000,0.000000,0.00000,29.27
elastic_transform,00000,0.000000,0.00000,23.85
pixelate,00000,0.000000,0.00000,34.35
jpeg_compression,00000,0.000000,0.00000,24.67
