gaussian_noise,00000,0.000000,0.00000,29.58
shot_noise,00000,0.000000,0.00000,22.56
impulse_noise,00000,0.000000,0.00000,14.98
defocus_blur,00000,0.000000,0.00000,8.51
glass_blur,00000,0.000000,0.00000,24.30
motion_blur,00000,0.000000,0.00000,11.05
zoom_blur,00000,0.000000,0.00000,9.61
snow,00000,0.000000,0.00000,15.03
frost,00000,0.000000,0.00000,14.64
fog,00000,0.000000,0.00000,12.92
brightness,00000,0.000000,0.00000,8.10
contrast,00000,0.000000,0.00000,13.75
elastic_transform,00000,0.000000,0.00000,12.80
pixelate,00000,0.000000,0.00000,16.91
jpeg_compression,00000,0.000000,0.00000,14.17
