gaussian_noise,00000,0.000000,0.00000,30.51
shot_noise,00000,0.000000,0.00000,23.62
impulse_noise,00000,0.000000,0.00000,22.35
defocus_blur,00000,0.000000,0.00000,11.66
glass_blur,00000,0.000000,0.00000,28.85
motion_blur,00000,0.000000,0.00000,14.68
zoom_blur,00000,0.000000,0.00000,12.73
snow,00000,0.000000,0.00000,17.76
frost,00000,0.000000,0.00000,18.74
fog,00000,0.000000,0.00000,15.41
brightness,00000,0.000000,0.00000,10.87
contrast,00000,0.000000,0.00000,24.48
elastic_transform,00000,0.000000,0.00000,14.52
pixelate,00000,0.000000,0.00000,18.15
jpeg_compression,00000,0.000000,0.00000,16.83
