gaussian_noise,00000,0.000000,0.00000,22.96
shot_noise,00000,0.000000,0.00000,17.63
impulse_noise,00000,0.000000,0.00000,15.72
defocus_blur,00000,0.000000,0.00000,8.10
glass_blur,00000,0.000000,0.00000,23.60
motion_blur,00000,0.000000,0.00000,10.26
zoom_blur,00000,0.000000,0.00000,9.48
snow,00000,0.000000,0.00000,13.48
frost,00000,0.000000,0.00000,13.44
fog,00000,0.000000,0.00000,11.04
brightness,00000,0.000000,0.00000,7.72
contrast,00000,0.000000,0.00000,12.20
elastic_transform,00000,0.000000,0.00000,12.09
pixelate,00000,0.000000,0.00000,16.58
jpeg_compression,00000,0.000000,0.00000,13.67
