epoch,time(s),train_loss,test_loss,test_error(%)
001,00192,1.380397,0.00112,38.60
002,00193,1.140080,0.00091,30.67
003,00193,1.014030,0.00077,25.11
004,00200,0.972674,0.00075,25.40
005,00194,0.925844,0.00066,21.55
006,00195,0.893020,0.00064,21.52
007,00196,0.841046,0.00060,19.22
008,00191,0.818571,0.00065,21.97
009,00192,0.780761,0.00059,18.80
010,00197,0.810263,0.00054,16.31
011,00201,0.762483,0.00055,17.72
012,00195,0.770418,0.00061,20.71
013,00194,0.726158,0.00051,16.00
014,00199,0.717762,0.00051,16.08
015,00199,0.675757,0.00047,15.10
016,00197,0.660779,0.00044,13.88
017,00200,0.637640,0.00042,12.60
018,00201,0.629514,0.00042,13.76
019,00199,0.618007,0.00037,11.35
020,00200,0.566775,0.00036,11.73
021,00199,0.545800,0.00034,10.84
022,00201,0.564819,0.00033,10.38
023,00199,0.504563,0.00029,8.88
024,00202,0.468268,0.00028,8.43
025,00197,0.474836,0.00027,8.82
026,00194,0.419352,0.00025,7.95
027,00199,0.395045,0.00023,7.20
028,00191,0.400259,0.00023,7.17
029,00202,0.346603,0.00023,7.03
030,00199,0.335592,0.00022,6.93
