gaussian_noise,00000,0.000000,0.00000,22.80
shot_noise,00000,0.000000,0.00000,18.14
impulse_noise,00000,0.000000,0.00000,15.81
defocus_blur,00000,0.000000,0.00000,8.11
glass_blur,00000,0.000000,0.00000,23.18
motion_blur,00000,0.000000,0.00000,10.67
zoom_blur,00000,0.000000,0.00000,9.30
snow,00000,0.000000,0.00000,13.96
frost,00000,0.000000,0.00000,14.30
fog,00000,0.000000,0.00000,11.19
brightness,00000,0.000000,0.00000,7.95
contrast,00000,0.000000,0.00000,13.38
elastic_transform,00000,0.000000,0.00000,12.07
pixelate,00000,0.000000,0.00000,16.11
jpeg_compression,00000,0.000000,0.00000,14.00
