epoch,time(s),train_loss,test_loss,test_error(%)
001,00078,1.353898,0.00116,41.80
002,00078,1.141102,0.00091,32.55
003,00080,1.001868,0.00077,27.25
004,00085,0.976219,0.00068,23.30
005,00079,0.890774,0.00062,20.98
006,00080,0.847071,0.00060,20.72
007,00082,0.818362,0.00060,20.75
008,00082,0.790170,0.00055,19.02
009,00082,0.786470,0.00056,18.93
010,00084,0.788380,0.00054,18.71
011,00082,0.771195,0.00049,16.58
012,00080,0.718652,0.00047,16.37
013,00080,0.676337,0.00044,14.98
014,00081,0.668485,0.00044,15.18
015,00077,0.676047,0.00042,13.97
016,00077,0.631353,0.00040,13.74
017,00080,0.618367,0.00041,13.93
018,00079,0.593514,0.00039,13.35
019,00085,0.550852,0.00037,12.70
020,00082,0.560179,0.00035,11.94
021,00085,0.543917,0.00032,10.80
022,00083,0.510191,0.00032,11.17
023,00081,0.477031,0.00030,10.48
024,00089,0.463308,0.00028,9.55
025,00089,0.459377,0.00026,9.07
026,00082,0.423723,0.00026,8.54
027,00079,0.416754,0.00025,8.38
028,00077,0.379523,0.00024,8.24
029,00082,0.429208,0.00024,8.15
030,00087,0.400758,0.00024,8.14
